time,rate
2018-01-01,4.328
2018-01-02,4.371
2018-01-03,4.394
2018-01-04,4.391
2018-01-05,4.368
2018-01-06,4.333
2018-01-07,4.296
2018-01-08,4.258
2018-01-09,4.224
2018-01-10,4.2
2018-01-11,4.191
2018-01-12,4.186
2018-01-13,4.182
2018-01-14,4.18
2018-01-15,4.177
2018-01-16,4.171
2018-01-17,4.162
2018-01-18,4.155
2018-01-19,4.149
2018-01-20,4.146
2018-01-21,4.143
2018-01-22,4.141
2018-01-23,4.134
2018-01-24,4.115
2018-01-25,4.087
2018-01-26,4.051
2018-01-27,4.015
2018-01-28,3.977
2018-01-29,3.94
2018-01-30,3.913
2018-01-31,3.905
2018-02-01,3.914
2018-02-02,3.927
2018-02-03,3.944
2018-02-04,3.962
2018-02-05,3.981
2018-02-06,3.995
2018-02-07,4.012
2018-02-08,4.022
2018-02-09,4.038
2018-02-10,4.051
2018-02-11,4.063
2018-02-12,4.076
2018-02-13,4.083
2018-02-14,4.084
2018-02-15,4.079
2018-02-16,4.073
2018-02-17,4.066
2018-02-18,4.058
2018-02-19,4.051
2018-02-20,4.047
2018-02-21,4.043
2018-02-22,4.043
2018-02-23,4.047
2018-02-24,4.058
2018-02-25,4.069
2018-02-26,4.08
2018-02-27,4.094
2018-02-28,4.109
2018-03-01,4.126
2018-03-02,4.136
2018-03-03,4.14
2018-03-04,4.143
2018-03-05,4.147
2018-03-06,4.147
2018-03-07,4.146
2018-03-08,4.142
2018-03-09,4.142
2018-03-10,4.142
2018-03-11,4.14
2018-03-12,4.138
2018-03-13,4.141
2018-03-14,4.142
2018-03-15,4.144
2018-03-16,4.145
2018-03-17,4.148
2018-03-18,4.153
2018-03-19,4.159
2018-03-20,4.165
2018-03-21,4.173
2018-03-22,4.181
2018-03-23,4.189
2018-03-24,4.193
2018-03-25,4.196
2018-03-26,4.199
2018-03-27,4.201
2018-03-28,4.198
2018-03-29,4.194
2018-03-30,4.19
2018-03-31,4.183
2018-04-01,4.178
2018-04-02,4.172
2018-04-03,4.166
2018-04-04,4.159
2018-04-05,4.151
2018-04-06,4.142
2018-04-07,4.137
2018-04-08,4.132
2018-04-09,4.13
2018-04-10,4.12
2018-04-11,4.11
2018-04-12,4.101
2018-04-13,4.095
2018-04-14,4.084
2018-04-15,4.074
2018-04-16,4.06
2018-04-17,4.048
2018-04-18,4.041
2018-04-19,4.034
2018-04-20,4.022
2018-04-21,4.013
2018-04-22,4.003
2018-04-23,3.992
2018-04-24,3.998
2018-04-25,3.991
2018-04-26,3.988
2018-04-27,3.986
2018-04-28,3.983
2018-04-29,3.983
2018-04-30,3.983
2018-05-01,3.97
2018-05-02,3.97
2018-05-03,3.964
2018-05-04,3.959
2018-05-05,3.957
2018-05-06,3.945
2018-05-07,3.934
2018-05-08,3.915
2018-05-09,3.896
2018-05-10,3.875
2018-05-11,3.854
2018-05-12,3.829
2018-05-13,3.814
2018-05-14,3.799
2018-05-15,3.787
2018-05-16,3.78
2018-05-17,3.771
2018-05-18,3.762
2018-05-19,3.763
2018-05-20,3.753
2018-05-21,3.743
2018-05-22,3.737
2018-05-23,3.728
2018-05-24,3.723
2018-05-25,3.723
2018-05-26,3.712
2018-05-27,3.712
2018-05-28,3.713
2018-05-29,3.715
2018-05-30,3.72
2018-05-31,3.727
2018-06-01,3.739
2018-06-02,3.744
2018-06-03,3.748
2018-06-04,3.753
2018-06-05,3.757
2018-06-06,3.754
2018-06-07,3.749
2018-06-08,3.734
2018-06-09,3.734
2018-06-10,3.733
2018-06-11,3.732
2018-06-12,3.731
2018-06-13,3.738
2018-06-14,3.749
2018-06-15,3.762
2018-06-16,3.768
2018-06-17,3.773
2018-06-18,3.778
2018-06-19,3.78
2018-06-20,3.78
2018-06-21,3.779
2018-06-22,3.774
2018-06-23,3.769
2018-06-24,3.765
2018-06-25,3.76
2018-06-26,3.762
