date,sex,age,gender_percentage,total_percentage,actual_value,year
993945600,male,43,1.60273006,0.786781493,2242083,2001
993945600,male,44,1.57877364,0.775021265,2208570,2001
993945600,male,45,1.51684993,0.744622866,2121944,2001
993945600,male,46,1.53212391,0.752120876,2143311,2001
993945600,male,47,1.46007235,0.716750707,2042517,2001
993945600,male,48,1.41026947,0.69230243,1972847,2001
993945600,male,49,1.36707027,0.671095909,1912415,2001
993945600,male,50,1.32886066,0.652338778,1858963,2001
993945600,male,51,1.3317386,0.653751564,1862989,2001
993945600,male,52,1.2773107,0.627032864,1786849,2001
993945600,male,53,1.26903786,0.62297172,1775276,2001
993945600,male,54,1.33108595,0.653431178,1862076,2001
993945600,male,55,0.991378375,0.486668451,1386854,2001
993945600,male,56,0.988629816,0.485319182,1383009,2001
993945600,male,57,0.970384246,0.476362416,1357485,2001
993945600,male,58,1.00059266,0.491191751,1399744,2001
993945600,male,59,0.881030706,0.432498691,1232487,2001
993945600,male,60,0.814119561,0.399651955,1138884,2001
993945600,male,61,0.79358007,0.389569102,1110151,2001
993945600,male,62,0.755229632,0.370742841,1056502,2001
993945600,male,63,0.736578033,0.361586756,1030410,2001
993945600,male,64,0.690680317,0.33905553,966203,2001
993945600,male,65,0.67454138,0.331132912,943626,2001
993945600,male,66,0.670804912,0.329298677,938399,2001
993945600,male,67,0.612917904,0.300881898,857420,2001
993945600,male,68,0.608602416,0.298763421,851383,2001
993945600,male,69,0.598168615,0.29364146,836787,2001
993945600,male,70,0.588300252,0.288797073,822982,2001
993945600,male,71,0.590721414,0.289985623,826369,2001
993945600,male,72,0.5538028,0.271862245,774723,2001
993945600,male,73,0.543730708,0.266917847,760633,2001
993945600,male,74,0.52092589,0.255722944,728731,2001
993945600,male,75,0.489738861,0.240413206,685103,2001
993945600,male,76,0.47457568,0.232969588,663891,2001
993945600,male,77,0.441828156,0.216893802,618080,2001
993945600,male,78,0.409052754,0.20080433,572230,2001
993945600,male,79,0.384548047,0.188774949,537950,2001
993945600,male,80,0.351586786,0.172594239,491840,2001
993945600,male,81,0.314485887,0.154381378,439939,2001
993945600,male,82,0.264905317,0.130042236,370580,2001
993945600,male,83,0.241913211,0.118755392,338416,2001
993945600,male,84,0.204341233,0.100311278,285856,2001
993945600,male,85,0.177115846,0.086946313,247770,2001
993945600,male,86,0.154120166,0.075657715,215601,2001
993945600,male,87,0.128405236,0.063034235,179628,2001
993945600,male,88,0.105146495,0.0516165,147091,2001
993945600,male,89,0.084104472,0.041286954,117655,2001
993945600,male,90,0.065895358,0.032348085,92182,2001
993945600,male,91,0.051516357,0.025289421,72067,2001
993945600,male,92,0.038123834,0.018715021,53332,2001
993945600,male,93,0.029354895,0.014410342,41065,2001
993945600,male,94,0.020835434,0.010228132,29147,2001
993945600,male,95,0.014741425,0.007236578,20622,2001
993945600,male,96,0.010513863,0.005161264,14708,2001
993945600,male,97,0.007173417,0.003521436,10035,2001
993945600,male,98,0.00477513,0.002344115,6680,2001
993945600,male,99,0.003254665,0.001597718,4553,2001
993945600,male,100,0.006382089,0.003132973,8928,2001
962409600,male,0,1.42595017,0.699644575,1974134,2000
962409600,male,1,1.40317769,0.688471222,1942607,2000
962409600,male,2,1.40426767,0.689006021,1944116,2000
962409600,male,3,1.41047309,0.692050721,1952707,2000
962409600,male,4,1.4425064,0.70776791,1997055,2000
962409600,male,5,1.46806558,0.72030856,2032440,2000
962409600,male,6,1.48099866,0.726654196,2050345,2000
962409600,male,7,1.5147648,0.743221605,2097092,2000
962409600,male,8,1.53904043,0.755132476,2130700,2000
962409600,male,9,1.56654625,0.768628249,2168780,2000
962409600,male,10,1.59916174,0.78463109,2213934,2000
962409600,male,11,1.53635702,0.753815858,2126985,2000
962409600,male,12,1.51112721,0.741436817,2092056,2000
962409600,male,13,1.49239537,0.732246011,2066123,2000
962409600,male,14,1.49920032,0.735584869,2075544,2000
962409600,male,15,1.50872696,0.740259127,2088733,2000
962409600,male,16,1.48273944,0.727508314,2052755,2000
962409600,male,17,1.51187698,0.741804691,2093094,2000
962409600,male,18,1.51764323,0.744633912,2101077,2000
962409600,male,19,1.52001749,0.745798844,2104364,2000
962409600,male,20,1.51373767,0.74271764,2095670,2000
962409600,male,21,1.43995301,0.706515086,1993520,2000
962409600,male,22,1.39318444,0.683568018,1928772,2000
962409600,male,23,1.37256735,0.673452213,1900229,2000
962409600,male,24,1.33531964,0.655176568,1848662,2000
962409600,male,25,1.37657476,0.675418456,1905777,2000
962409600,male,26,1.33406714,0.654562028,1846928,2000
962409600,male,27,1.36724821,0.670842368,1892865,2000
962409600,male,28,1.43881247,0.705955479,1991941,2000
962409600,male,29,1.52436223,0.747930595,2110379,2000
962409600,male,30,1.57109179,0.770858525,2175073,2000
962409600,male,31,1.47951141,0.725924475,2048286,2000
962409600,male,32,1.45287598,0.71285576,2011411,2000
962409600,male,33,1.45522784,0.714009706,2014667,2000
962409600,male,34,1.50213293,0.737023756,2079604,2000
962409600,male,35,1.61073542,0.790309734,2229957,2000
962409600,male,36,1.63286649,0.801168374,2260596,2000
962409600,male,37,1.62646965,0.798029756,2251740,2000
962409600,male,38,1.63574709,0.802581744,2264584,2000
962409600,male,39,1.65137802,0.810251086,2286224,2000
962409600,male,40,1.69179743,0.830082927,2342182,2000
962409600,male,41,1.6172565,0.79350931,2238985,2000
962409600,male,42,1.62069473,0.795196281,2243745,2000
962409600,male,43,1.59899994,0.784551703,2213710,2000
962409600,male,44,1.5369551,0.754109306,2127813,2000
962409600,male,45,1.55070656,0.760856484,2146851,2000
962409600,male,46,1.47771284,0.725042004,2045796,2000
962409600,male,47,1.42895501,0.701118903,1978294,2000
962409600,male,48,1.38437434,0.67924533,1916575,2000
962409600,male,49,1.34775432,0.661277664,1865877,2000
962409600,male,50,1.3480772,0.661436083,1866324,2000
962409600,male,51,1.29551709,0.63564739,1793558,2000
962409600,male,52,1.28611686,0.631035152,1780544,2000
962409600,male,53,1.34947488,0.662121859,1868259,2000
962409600,male,54,1.00741525,0.494289794,1394700,2000
962409600,male,55,1.00316225,0.492203053,1388812,2000
962409600,male,56,0.986447841,0.484002102,1365672,2000
962409600,male,57,1.01778772,0.499379062,1409060,2000
962409600,male,58,0.8974613,0.440340723,1242476,2000
962409600,male,59,0.831609121,0.408030253,1151308,2000
962409600,male,60,0.808682785,0.396781413,1119568,2000
962409600,male,61,0.77101902,0.37830163,1067425,2000
962409600,male,62,0.752729236,0.36932772,1042104,2000
962409600,male,63,0.70777585,0.347271274,979869,2000
962409600,male,64,0.691948444,0.339505534,957957,2000
962409600,male,65,0.689112628,0.338114137,954031,2000
962409600,male,66,0.630604966,0.309407265,873031,2000
962409600,male,67,0.627711365,0.307987516,869025,2000
962409600,male,68,0.619027672,0.303726849,857003,2000
962409600,male,69,0.61063724,0.299610071,845387,2000
962409600,male,70,0.613141513,0.300838796,848854,2000
962409600,male,71,0.577638919,0.283419396,799703,2000
962409600,male,72,0.568697359,0.279032206,787324,2000
962409600,male,73,0.547264053,0.268515922,757651,2000
962409600,male,74,0.51761367,0.253967918,716602,2000
962409600,male,75,0.50253314,0.246568633,695724,2000
962409600,male,76,0.470870382,0.231033254,651889,2000
962409600,male,77,0.438065642,0.214937559,606473,2000
962409600,male,78,0.414521726,0.203385702,573878,2000
962409600,male,79,0.382046362,0.187451616,528918,2000
962409600,male,80,0.343976655,0.168772658,476213,2000
962409600,male,81,0.292536141,0.143533293,404997,2000
962409600,male,82,0.269317267,0.132140918,372852,2000
962409600,male,83,0.23046529,0.113078138,319064,2000
962409600,male,84,0.202167085,0.099193581,279887,2000
962409600,male,85,0.178121881,0.087395766,246598,2000
962409600,male,86,0.150614612,0.073899284,208516,2000
962409600,male,87,0.125623895,0.061637551,173918,2000
962409600,male,88,0.102311842,0.050199458,141644,2000
962409600,male,89,0.08223938,0.040350874,113855,2000
962409600,male,90,0.065608036,0.03219068,90830,2000
962409600,male,91,0.049777741,0.024423523,68914,2000
962409600,male,92,0.039499895,0.019380682,54685,2000
962409600,male,93,0.028858724,0.014159576,39953,2000
962409600,male,94,0.021079371,0.010342625,29183,2000
962409600,male,95,0.015296503,0.007505252,21177,2000
962409600,male,96,0.010678009,0.005239181,14783,2000
962409600,male,97,0.007374132,0.003618129,10209,2000
962409600,male,98,0.004932701,0.002420237,6829,2000
962409600,male,99,0.003598582,0.00176565,4982,2000
962409600,male,100,0.007103986,0.003485581,9835,2000
1404172800,female,0,1.19224692,0.605441518,1930493,2014
1404172800,female,1,1.19742045,0.608068714,1938870,2014
1404172800,female,2,1.19519713,0.606939681,1935270,2014
1404172800,female,3,1.20835297,0.613620418,1956572,2014
1404172800,female,4,1.21043918,0.614679827,1959950,2014
1404172800,female,5,1.21132912,0.615131754,1961391,2014
1404172800,female,6,1.25001043,0.634774725,2024024,2014
1404172800,female,7,1.25478808,0.63720089,2031760,2014
1404172800,female,8,1.24406801,0.631757072,2014402,2014
1404172800,female,9,1.24107765,0.630238523,2009560,2014
1404172800,female,10,1.24467201,0.632063792,2015380,2014
1404172800,female,11,1.2363772,0.62785156,2001949,2014
1404172800,female,12,1.23118824,0.625216523,1993547,2014
1404172800,female,13,1.26059278,0.640148606,2041159,2014
1404172800,female,14,1.27732506,0.648645517,2068252,2014
1404172800,female,15,1.25697372,0.638310792,2035299,2014
1404172800,female,16,1.25758945,0.638623471,2036296,2014
1404172800,female,17,1.2635189,0.641634539,2045897,2014
1404172800,female,18,1.27255482,0.646223115,2060528,2014
1404172800,female,19,1.30039316,0.660359857,2105604,2014
1404172800,female,20,1.32738973,0.674069135,2149317,2014
1404172800,female,21,1.34572897,0.683382086,2179012,2014
1404172800,female,22,1.38616114,0.70391417,2244480,2014
1404172800,female,23,1.41964731,0.720918969,2298701,2014
1404172800,female,24,1.42121351,0.721714309,2301237,2014
1404172800,female,25,1.36718764,0.694279132,2213758,2014
1404172800,female,26,1.33796837,0.679441135,2166446,2014
1404172800,female,27,1.31676662,0.668674555,2132116,2014
1404172800,female,28,1.32451733,0.672610488,2144666,2014
1404172800,female,29,1.33989339,0.680418689,2169563,2014
1404172800,female,30,1.30352309,0.661949284,2110672,2014
1404172800,female,31,1.32718222,0.673963759,2148981,2014
1404172800,female,32,1.33042517,0.675610578,2154232,2014
1404172800,female,33,1.31880465,0.669709501,2135416,2014
1404172800,female,34,1.34043501,0.680693734,2170440,2014
1404172800,female,35,1.26402286,0.641890453,2046713,2014
1404172800,female,36,1.24099305,0.630195557,2009423,2014
1404172800,female,37,1.23218132,0.625720825,1995155,2014
1404172800,female,38,1.1960247,0.607359932,1936610,2014
1404172800,female,39,1.23141427,0.625331308,1993913,2014
1404172800,female,40,1.19850555,0.608619745,1940627,2014
1404172800,female,41,1.22127597,0.62018292,1977497,2014
1404172800,female,42,1.2750721,0.647501431,2064604,2014
1404172800,female,43,1.34932517,0.685208296,2184835,2014
1404172800,female,44,1.36148669,0.691384104,2204527,2014
1404172800,female,45,1.29336687,0.656791801,2094227,2014
1404172800,female,46,1.2682385,0.644031224,2053539,2014
1404172800,female,47,1.27398515,0.646949459,2062844,2014
1404172800,female,48,1.29739724,0.658838486,2100753,2014
1404172800,female,49,1.37673429,0.699127072,2229216,2014
1404172800,female,50,1.40798912,0.714998761,2279824,2014
1404172800,female,51,1.41011177,0.716076674,2283261,2014
1404172800,female,52,1.40936449,0.715697193,2282051,2014
1404172800,female,53,1.43041185,0.726385368,2316131,2014
1404172800,female,54,1.44018824,0.731349975,2331961,2014
1404172800,female,55,1.3978255,0.709837514,2263367,2014
1404172800,female,56,1.39250314,0.707134736,2254749,2014
1404172800,female,57,1.38156012,0.7015777,2237030,2014
1404172800,female,58,1.336333,0.678610669,2163798,2014
1404172800,female,59,1.32689566,0.673818239,2148517,2014
1404172800,female,60,1.27924328,0.649619621,2071358,2014
1404172800,female,61,1.23353569,0.626408594,1997348,2014
1404172800,female,62,1.18719815,0.602877673,1922318,2014
1404172800,female,63,1.15522815,0.586642812,1870552,2014
1404172800,female,64,1.12812227,0.572878023,1826662,2014
1404172800,female,65,1.09730407,0.557228064,1776761,2014
1404172800,female,66,1.08611834,0.551547776,1758649,2014
1404172800,female,67,1.13157026,0.574628965,1832245,2014
1404172800,female,68,0.84056461,0.426851774,1361047,2014
1404172800,female,69,0.832172224,0.42258999,1347458,2014
1404172800,female,70,0.813508752,0.413112389,1317238,2014
1404172800,female,71,0.833984223,0.423510151,1350392,2014
1404172800,female,72,0.730813884,0.371118649,1183338,2014
1404172800,female,73,0.672665003,0.341589744,1089183,2014
1404172800,female,74,0.637926365,0.323948923,1032934,2014
1404172800,female,75,0.599839172,0.304607655,971263,2014
1404172800,female,76,0.578227958,0.293633145,936270,2014
1404172800,female,77,0.535705257,0.272039456,867417,2014
1404172800,female,78,0.514014992,0.261024802,832296,2014
1404172800,female,79,0.496238375,0.25199756,803512,2014
1404172800,female,80,0.44715752,0.227073539,724040,2014
1404172800,female,81,0.435348643,0.221076808,704919,2014
1404172800,female,82,0.417895024,0.212213588,676658,2014
1404172800,female,83,0.400206104,0.20323088,648016,2014
1404172800,female,84,0.385942937,0.195987822,624921,2014
1404172800,female,85,0.34937192,0.177416491,565705,2014
1404172800,female,86,0.329026759,0.167084902,532762,2014
1404172800,female,87,0.300999436,0.152852192,487380,2014
1404172800,female,88,0.268755849,0.136478397,435171,2014
1404172800,female,89,0.243421822,0.123613385,394150,2014
1404172800,female,90,0.211520378,0.107413336,342495,2014
1404172800,female,91,0.178399818,0.0905942,288866,2014
1404172800,female,92,0.15109816,0.076729994,244659,2014
1404172800,female,93,0.123735361,0.062834739,200353,2014
1404172800,female,94,0.096667768,0.049089395,156525,2014
1404172800,female,95,0.070590167,0.035846784,114300,2014
1404172800,female,96,0.055551312,0.02820982,89949,2014
1404172800,female,97,0.039063598,0.019837102,63252,2014
1404172800,female,98,0.028740018,0.014594628,46536,2014
1404172800,female,99,0.020251288,0.010283919,32791,2014
1404172800,female,100,0.036109063,0.018336743,58468,2014
1372636800,female,0,1.19958197,0.608946658,1925056,2013
1372636800,female,1,1.2051111,0.611753425,1933929,2013
1372636800,female,2,1.21430306,0.616419561,1948680,2013
1372636800,female,3,1.21706981,0.617824051,1953120,2013
1372636800,female,4,1.21816965,0.618382368,1954885,2013
1372636800,female,5,1.25722504,0.638208145,2017560,2013
1372636800,female,6,1.26205438,0.640659677,2025310,2013
1372636800,female,7,1.25122605,0.635162868,2007933,2013
1372636800,female,8,1.24799631,0.633523346,2002750,2013
1372636800,female,9,1.25130145,0.635201143,2008054,2013
1372636800,female,10,1.24272142,0.630845641,1994285,2013
1372636800,female,11,1.23731193,0.628099608,1985604,2013
1372636800,female,12,1.26677779,0.643057434,2032890,2013
1372636800,female,13,1.283344,0.65146698,2059475,2013
1372636800,female,14,1.26228307,0.640775769,2025677,2013
1372636800,female,15,1.26218649,0.640726739,2025522,2013
1372636800,female,16,1.26634346,0.642836954,2032193,2013
1372636800,female,17,1.27304036,0.646236518,2042940,2013
1372636800,female,18,1.29919111,0.659511485,2084906,2013
1372636800,female,19,1.32555435,0.67289432,2127213,2013
1372636800,female,20,1.34356376,0.682036478,2156114,2013
1372636800,female,21,1.38386293,0.702493644,2220785,2013
1372636800,female,22,1.41713307,0.719382644,2274176,2013
1372636800,female,23,1.41851832,0.720085838,2276399,2013
1372636800,female,24,1.36405576,0.692438882,2188999,2013
1372636800,female,25,1.33545918,0.677922333,2143108,2013
1372636800,female,26,1.31482884,0.667449704,2110001,2013
1372636800,female,27,1.32353413,0.671868788,2123971,2013
1372636800,female,28,1.34000375,0.680229304,2150401,2013
1372636800,female,29,1.30413387,0.662020588,2092838,2013
1372636800,female,30,1.32879593,0.674539851,2132415,2013
1372636800,female,31,1.33271425,0.676528914,2138703,2013
1372636800,female,32,1.32166097,0.67091791,2120965,2013
1372636800,female,33,1.34406601,0.682291438,2156920,2013
1372636800,female,34,1.26732865,0.643337067,2033774,2013
1372636800,female,35,1.24441699,0.631706366,1997006,2013
1372636800,female,36,1.23581577,0.627340108,1983203,2013
1372636800,female,37,1.19944862,0.608878964,1924842,2013
1372636800,female,38,1.23568678,0.627274628,1982996,2013
1372636800,female,39,1.20294569,0.61065419,1930454,2013
1372636800,female,40,1.22650354,0.622612921,1968259,2013
1372636800,female,41,1.28142224,0.650491428,2056391,2013
1372636800,female,42,1.35702424,0.688869452,2177715,2013
1372636800,female,43,1.36964783,0.695277599,2197973,2013
1372636800,female,44,1.30148676,0.660676832,2088590,2013
1372636800,female,45,1.27647449,0.647979794,2048451,2013
1372636800,female,46,1.28264297,0.651111112,2058350,2013
1372636800,female,47,1.30684266,0.663395661,2097185,2013
1372636800,female,48,1.38784231,0.704513706,2227171,2013
1372636800,female,49,1.42015842,0.72091841,2279031,2013
1372636800,female,50,1.42286597,0.72229285,2283376,2013
1372636800,female,51,1.42288778,0.722303921,2283411,2013
1372636800,female,52,1.4447669,0.733410469,2318522,2013
1372636800,female,53,1.4552095,0.738711472,2335280,2013
1372636800,female,54,1.41307954,0.717324939,2267671,2013
1372636800,female,55,1.40842093,0.71496008,2260195,2013
1372636800,female,56,1.39815281,0.709747648,2243717,2013
1372636800,female,57,1.35295325,0.686802889,2171182,2013
1372636800,female,58,1.34389652,0.682205397,2156648,2013
1372636800,female,59,1.29632466,0.658056382,2080306,2013
1372636800,female,60,1.25048576,0.634787072,2006745,2013
1372636800,female,61,1.2042063,0.611294119,1932477,2013
1372636800,female,62,1.17216874,0.595030813,1881064,2013
1372636800,female,63,1.1449306,0.581203855,1837353,2013
1372636800,female,64,1.11541614,0.566221356,1789989,2013
1372636800,female,65,1.10611451,0.561499547,1775062,2013
1372636800,female,66,1.15356298,0.585585929,1851206,2013
1372636800,female,67,0.855741927,0.434402317,1373271,2013
1372636800,female,68,0.848256753,0.4306026,1361259,2013
1372636800,female,69,0.831724813,0.422210452,1334729,2013
1372636800,female,70,0.854460748,0.433751949,1371215,2013
1372636800,female,71,0.749097518,0.380266161,1202131,2013
1372636800,female,72,0.689994432,0.35026352,1107284,2013
1372636800,female,73,0.655447476,0.332726367,1051844,2013
1372636800,female,74,0.617609711,0.313518692,991123,2013
1372636800,female,75,0.596877176,0.302994185,957852,2013
1372636800,female,76,0.554719172,0.281593417,890198,2013
1372636800,female,77,0.534087585,0.271120156,857089,2013
1372636800,female,78,0.51760612,0.26275363,830640,2013
1372636800,female,79,0.468449616,0.237800196,751755,2013
1372636800,female,80,0.458121048,0.232557081,735180,2013
1372636800,female,81,0.442095099,0.22442179,709462,2013
1372636800,female,82,0.426036747,0.216270051,683692,2013
1372636800,female,83,0.413774572,0.210045373,664014,2013
1372636800,female,84,0.377698427,0.191731954,606120,2013
1372636800,female,85,0.358955582,0.182217479,576042,2013
1372636800,female,86,0.331719944,0.168391787,532335,2013
1372636800,female,87,0.299625049,0.152099379,480830,2013
1372636800,female,88,0.274714351,0.139453902,440854,2013
1372636800,female,89,0.242048036,0.122871422,388432,2013
1372636800,female,90,0.207248708,0.105206156,332587,2013
1372636800,female,91,0.178615987,0.09067126,286638,2013
1372636800,female,92,0.148797427,0.075534393,238786,2013
1372636800,female,93,0.118664182,0.060237782,190429,2013
1372636800,female,94,0.088272332,0.044809895,141657,2013
1372636800,female,95,0.071125975,0.036105849,114141,2013
1372636800,female,96,0.051409783,0.026097271,82501,2013
1372636800,female,97,0.038676513,0.019633451,62067,2013
1372636800,female,98,0.028072517,0.014250519,45050,2013
1372636800,female,99,0.019708714,0.010004782,31628,2013
1372636800,female,100,0.034291468,0.01740746,55030,2013
1341100800,female,0,1.20820484,0.613589631,1926144,2012
1341100800,female,1,1.21804728,0.618588133,1941835,2012
1341100800,female,2,1.22157628,0.620380344,1947461,2012
1341100800,female,3,1.22311684,0.621162723,1949917,2012
1341100800,female,4,1.26246901,0.641147812,2012653,2012
1341100800,female,5,1.26728641,0.643594342,2020333,2012
1341100800,female,6,1.25636383,0.638047282,2002920,2012
1341100800,female,7,1.25318986,0.636435376,1997860,2012
1341100800,female,8,1.25652692,0.638130107,2003180,2012
1341100800,female,9,1.24778534,0.633690675,1989244,2012
1341100800,female,10,1.24233816,0.630924313,1980560,2012
1341100800,female,11,1.27199404,0.645985124,2027838,2012
1341100800,female,12,1.28862977,0.654433615,2054359,2012
1341100800,female,13,1.26725505,0.643578414,2020283,2012
1341100800,female,14,1.26683039,0.64336275,2019606,2012
1341100800,female,15,1.27047041,0.645211345,2025409,2012
1341100800,female,16,1.2763203,0.648182222,2034735,2012
1341100800,female,17,1.30150127,0.660970436,2074879,2012
1341100800,female,18,1.32715457,0.673998525,2115776,2012
1341100800,female,19,1.34505173,0.683087638,2144308,2012
1341100800,female,20,1.38527328,0.703514249,2208430,2012
1341100800,female,21,1.41793001,0.720099044,2260492,2012
1341100800,female,22,1.4186175,0.720448184,2261588,2012
1341100800,female,23,1.36356799,0.692491167,2173827,2012
1341100800,female,24,1.33467925,0.677819954,2127772,2012
1341100800,female,25,1.31446999,0.667556634,2095554,2012
1341100800,female,26,1.32401573,0.672404458,2110772,2012
1341100800,female,27,1.34134709,0.681206231,2138402,2012
1341100800,female,28,1.30606965,0.663290498,2082162,2012
1341100800,female,29,1.33174239,0.676328462,2123090,2012
1341100800,female,30,1.33647951,0.678734217,2130642,2012
1341100800,female,31,1.32581159,0.673316491,2113635,2012
1341100800,female,32,1.34896148,0.685073213,2150541,2012
1341100800,female,33,1.27216403,0.646071453,2028109,2012
1341100800,female,34,1.24955862,0.63459124,1992071,2012
1341100800,female,35,1.24145183,0.63047419,1979147,2012
1341100800,female,36,1.20518268,0.612054816,1921326,2012
1341100800,female,37,1.24200947,0.630757388,1980036,2012
1341100800,female,38,1.20939539,0.614194255,1928042,2012
1341100800,female,39,1.23348241,0.626426903,1966442,2012
1341100800,female,40,1.28914601,0.654695789,2055182,2012
1341100800,female,41,1.36574461,0.693596565,2177297,2012
1341100800,female,42,1.37884945,0.700251891,2198189,2012
1341100800,female,43,1.31037771,0.665478358,2089030,2012
1341100800,female,44,1.28563645,0.652913454,2049587,2012
1341100800,female,45,1.29236388,0.656329994,2060312,2012
1341100800,female,46,1.31706876,0.668876422,2099697,2012
1341100800,female,47,1.3991942,0.710584018,2230623,2012
1341100800,female,48,1.43232451,0.727409325,2283440,2012
1341100800,female,49,1.43548217,0.729012949,2288474,2012
1341100800,female,50,1.43573559,0.729141647,2288878,2012
1341100800,female,51,1.45830149,0.74060179,2324853,2012
1341100800,female,52,1.46930248,0.74618867,2342391,2012
1341100800,female,53,1.42709186,0.72475191,2275098,2012
1341100800,female,54,1.42278505,0.722564687,2268232,2012
1341100800,female,55,1.41267415,0.717429842,2252113,2012
1341100800,female,56,1.36734602,0.694409845,2179850,2012
1341100800,female,57,1.35872425,0.690031258,2166105,2012
1341100800,female,58,1.3111574,0.665874327,2090273,2012
1341100800,female,59,1.2652779,0.642574317,2017131,2012
1341100800,female,60,1.2191337,0.619139877,1943567,2012
1341100800,female,61,1.1876186,0.603134858,1893325,2012
1341100800,female,62,1.16106391,0.589649001,1850991,2012
1341100800,female,63,1.1307425,0.574250199,1802652,2012
1341100800,female,64,1.12224367,0.569934049,1789103,2012
1341100800,female,65,1.17262317,0.595519398,1869419,2012
1341100800,female,66,0.870826633,0.442251325,1388289,2012
1341100800,female,67,0.86346002,0.438510173,1376545,2012
1341100800,female,68,0.847235155,0.430270338,1350679,2012
1341100800,female,69,0.872051057,0.442873151,1390241,2012
1341100800,female,70,0.765910104,0.388969222,1221029,2012
1341100800,female,71,0.706582649,0.358839636,1126448,2012
1341100800,female,72,0.672383474,0.341471506,1071927,2012
1341100800,female,73,0.634893033,0.322431899,1012159,2012
1341100800,female,74,0.614915235,0.312286128,980310,2012
1341100800,female,75,0.572873979,0.290935378,913287,2012
1341100800,female,76,0.553161514,0.280924358,881861,2012
1341100800,female,77,0.537734532,0.273089729,857267,2012
1341100800,female,78,0.488388762,0.248029365,778599,2012
1341100800,female,79,0.47947531,0.243502648,764389,2012
1341100800,female,80,0.464763411,0.236031176,740935,2012
1341100800,female,81,0.450191392,0.228630742,717704,2012
1341100800,female,82,0.439852792,0.22338026,701222,2012
1341100800,female,83,0.404325068,0.205337423,644583,2012
1341100800,female,84,0.38734372,0.196713406,617511,2012
1341100800,female,85,0.361132151,0.1834018,575724,2012
1341100800,female,86,0.329457722,0.167315868,525228,2012
1341100800,female,87,0.305321776,0.155058372,486750,2012
1341100800,female,88,0.272365843,0.138321625,434211,2012
1341100800,female,89,0.236383977,0.120048151,376848,2012
1341100800,female,90,0.206846643,0.105047547,329759,2012
1341100800,female,91,0.175019789,0.088884205,279020,2012
1341100800,female,92,0.142141636,0.072186959,226605,2012
1341100800,female,93,0.1076696,0.054680256,171649,2012
1341100800,female,94,0.088606983,0.044999262,141259,2012
1341100800,female,95,0.06560388,0.033317083,104587,2012
1341100800,female,96,0.050395186,0.025593312,80341,2012
1341100800,female,97,0.037555049,0.019072419,59871,2012
1341100800,female,98,0.027069042,0.013747076,43154,2012
1341100800,female,99,0.018530068,0.009410538,29541,2012
1341100800,female,100,0.032077134,0.016290447,51138,2012
1309478400,female,0,1.22182223,0.620734331,1934158,2011
1309478400,female,1,1.22593843,0.622825527,1940674,2011
1309478400,female,2,1.22823722,0.623993401,1944313,2011
1309478400,female,3,1.26832096,0.644357536,2007766,2011
1309478400,female,4,1.27321353,0.646843159,2015511,2011
1309478400,female,5,1.26215802,0.641226518,1998010,2011
1309478400,female,6,1.25895463,0.639599069,1992939,2011
1309478400,female,7,1.26240059,0.641349756,1998394,2011
1309478400,female,8,1.25362112,0.636889435,1984496,2011
1309478400,female,9,1.24804441,0.634056242,1975668,2011
1309478400,female,10,1.27792354,0.649236033,2022967,2011
1309478400,female,11,1.29465748,0.657737537,2049457,2011
1309478400,female,12,1.27307013,0.646770308,2015284,2011
1309478400,female,13,1.27247507,0.646467989,2014342,2011
1309478400,female,14,1.27581238,0.648163476,2019625,2011
1309478400,female,15,1.28116862,0.650884663,2028104,2011
1309478400,female,16,1.30563592,0.663315024,2066836,2011
1309478400,female,17,1.330306,0.675848405,2105889,2011
1309478400,female,18,1.34735389,0.684509412,2132876,2011
1309478400,female,19,1.38742373,0.704866487,2196307,2011
1309478400,female,20,1.41990234,0.721366915,2247721,2011
1309478400,female,21,1.41997815,0.721405427,2247841,2011
1309478400,female,22,1.36393558,0.692933572,2159125,2011
1309478400,female,23,1.33445695,0.677957253,2112460,2011
1309478400,female,24,1.314013,0.667570911,2080097,2011
1309478400,female,25,1.32431109,0.672802754,2096399,2011
1309478400,female,26,1.34253838,0.682062943,2125253,2011
1309478400,female,27,1.30780394,0.664416465,2070268,2011
1309478400,female,28,1.33451885,0.677988704,2112558,2011
1309478400,female,29,1.34030151,0.680926521,2121712,2011
1309478400,female,30,1.3302005,0.675794809,2105722,2011
1309478400,female,31,1.35402156,0.687896856,2143431,2011
1309478400,female,32,1.27726215,0.648900016,2021920,2011
1309478400,female,33,1.25492181,0.637550235,1986555,2011
1309478400,female,34,1.24726551,0.633660532,1974435,2011
1309478400,female,35,1.21117606,0.615325654,1917305,2011
1309478400,female,36,1.2487317,0.634405417,1976756,2011
1309478400,female,37,1.21620003,0.617878031,1925258,2011
1309478400,female,38,1.24080314,0.630377392,1964205,2011
1309478400,female,39,1.29725948,0.659059458,2053576,2011
1309478400,female,40,1.37491908,0.698513627,2176512,2011
1309478400,female,41,1.38851279,0.705419775,2198031,2011
1309478400,female,42,1.31977606,0.670498779,2089220,2011
1309478400,female,43,1.29511041,0.657967646,2050174,2011
1309478400,female,44,1.30239905,0.661670566,2061712,2011
1309478400,female,45,1.32785181,0.674601582,2102004,2011
1309478400,female,46,1.41110329,0.716896645,2233792,2011
1309478400,female,47,1.44490154,0.734067502,2287295,2011
